state_name,district_name,mandal_name,village_name,crop_name,disease_name,affected_area_acres,total_crop_area_acres,disease_incidence_percent,severity_level,affected_farmers,season
Andhra Pradesh,West Godavari,Narasapuram,Dulla,Sugarcane,Smut,50.36,159.0,31.67,High,29,Rabi
Andhra Pradesh,East Godavari,Kadiam,Annavaram,Mango,Anthracnose,99.82,665.0,15.01,Medium,194,Summer
Andhra Pradesh,East Godavari,Rajanagaram,Venkannapalem,Banana,Panama Wilt,341.76,1567.0,21.81,Medium,552,Kharif
Andhra Pradesh,Nandyal,Nandyal_Mandal_8,Nandyal_Village_12,Cotton,Wilt,419.41,1102.65,38.04,Medium,61,Kharif
Andhra Pradesh,Krishna,Gudivada,Kothapalli,Paddy (Rice),Brown Spot,56.72,2602.0,2.18,Low,526,Rabi
Andhra Pradesh,Prakasam,Markapur,Venkannapalem,Groundnut,Rust,914.55,1412.0,64.77,Severe,984,Kharif
Andhra Pradesh,Kurnool,Banaganapalle,Pedapadu,Turmeric,Leaf Spot,602.45,1860.0,32.39,High,966,Rabi
Andhra Pradesh,Prakasam,Markapur,Venkannapalem,Turmeric,Leaf Spot,331.97,2432.0,13.65,Medium,746,Rabi
Andhra Pradesh,Krishna,Gudivada,Kothapalli,Paddy (Rice),Bacterial Leaf Blight,516.85,1561.0,33.11,High,463,Rabi
Andhra Pradesh,East Godavari,Rajanagaram,Mallavaram,Jowar (Sorghum),Grain Mold,420.69,758.0,55.5,Severe,535,Kharif
Andhra Pradesh,Krishna,Pedana,Mallavaram,Turmeric,Leaf Spot,21.55,205.0,10.51,Medium,681,Summer
Andhra Pradesh,Prakasam,Ongole,Ramapuram,Onion,Stemphylium Blight,131.19,339.0,38.7,High,14,Rabi
Andhra Pradesh,NTR,Kanchikacherla,Konidela,Banana,Panama Wilt,133.28,1047.0,12.73,Medium,544,Summer
Andhra Pradesh,Prakasam,Markapur,Annavaram,Tomato,Leaf Curl Virus,1002.21,2136.0,46.92,High,421,Rabi
Andhra Pradesh,Prakasam,Markapur,Annavaram,Sugarcane,Smut,314.33,909.0,34.58,High,274,Rabi
Andhra Pradesh,Guntur,Tadikonda,Venkannapalem,Turmeric,Rhizome Rot,770.14,1903.0,40.47,High,775,Rabi
Andhra Pradesh,Guntur,Mangalagiri,Ramapuram,Turmeric,Leaf Spot,440.18,656.0,67.1,Severe,72,Summer
Andhra Pradesh,Prakasam,Markapur,Annavaram,Paddy (Rice),Bacterial Leaf Blight,422.24,728.0,58.0,Severe,623,Summer
Andhra Pradesh,Annamayya,Rayachoti,Venkannapalem,Jowar (Sorghum),Grain Mold,1257.99,1879.0,66.95,Severe,614,Rabi
Andhra Pradesh,Prakasam,Ongole,Dulla,Sugarcane,Red Rot,93.49,183.0,51.09,Severe,549,Rabi
Andhra Pradesh,Prakasam,Chimakurthy,Dulla,Jowar (Sorghum),Grain Mold,248.25,1277.0,19.44,Medium,165,Rabi
Andhra Pradesh,Prakasam,Chimakurthy,Valasapalle,Onion,Purple Blotch,35.75,1375.0,2.6,Low,842,Summer
Andhra Pradesh,East Godavari,Seethanagaram,Dulla,Groundnut,Rust,400.66,609.0,65.79,Severe,496,Kharif
Andhra Pradesh,Krishna,Pedana,Pedapadu,Mango,Anthracnose,531.74,964.0,55.16,Severe,976,Rabi
Andhra Pradesh,NTR,Gannavaram,Valasapalle,Sugarcane,Red Rot,96.83,287.0,33.74,High,163,Kharif
Andhra Pradesh,Guntur,Tadikonda,Mallavaram,Banana,Sigatoka,65.08,457.0,14.24,Medium,695,Rabi
Andhra Pradesh,Tirupati,Tirupati_Mandal_9,Tirupati_Village_38,Chilli,Powdery Mildew,144.57,703.07,20.56,Low,472,Kharif
Andhra Pradesh,Guntur,Tadikonda,Dulla,Maize,Maydis Leaf Blight,1093.51,1840.0,59.43,Severe,341,Summer
Andhra Pradesh,East Godavari,Kadiam,Pedapadu,Banana,Sigatoka,417.7,2681.0,15.58,Medium,782,Kharif
Andhra Pradesh,East Godavari,Seethanagaram,Dulla,Onion,Stemphylium Blight,1222.09,1857.0,65.81,Severe,253,Summer
Andhra Pradesh,Krishna,Gudivada,Chinakakani,Cotton,Leaf Curl Virus,635.47,2494.0,25.48,High,926,Rabi
Andhra Pradesh,NTR,Kanchikacherla,Pedapadu,Onion,Purple Blotch,615.83,2004.0,30.73,High,504,Kharif
Andhra Pradesh,Sri Sathya Sai,Sri Sathya Sai_Mandal_4,Sri Sathya Sai_Village_33,Onion,Bulb Rot,397.59,1209.26,32.88,Medium,353,Kharif
Andhra Pradesh,Annamayya,Rayachoti,Konidela,Paddy (Rice),Blast,278.39,1406.0,19.8,Medium,674,Summer
Andhra Pradesh,Prakasam,Chimakurthy,Chinakakani,Chilli,Anthracnose,181.9,850.0,21.4,Medium,822,Summer
Andhra Pradesh,NTR,Gannavaram,Dulla,Onion,Purple Blotch,264.54,1530.0,17.29,Medium,318,Summer
Andhra Pradesh,Annamayya,Pileru,Dulla,Sugarcane,Red Rot,46.53,640.0,7.27,Low,535,Rabi
Andhra Pradesh,Guntur,Amaravathi,Kothapalli,Maize,Downy Mildew,340.17,761.0,44.7,High,360,Kharif
Andhra Pradesh,Srikakulam,Srikakulam_Mandal_3,Srikakulam_Village_33,Tomato,Late Blight,251.62,1068.56,23.55,Medium,102,Rabi
Andhra Pradesh,NTR,Gannavaram,Dulla,Paddy (Rice),Sheath Blight,150.76,248.0,60.79,Severe,251,Rabi
Andhra Pradesh,NTR,Kanchikacherla,Venkannapalem,Jowar (Sorghum),Anthracnose,299.17,753.0,39.73,High,140,Kharif
Andhra Pradesh,NTR,Gannavaram,Kothapalli,Turmeric,Leaf Spot,88.57,245.0,36.15,High,471,Rabi
Andhra Pradesh,Kurnool,Banaganapalle,Pedapadu,Mango,Anthracnose,552.42,892.0,61.93,Severe,434,Kharif
Andhra Pradesh,Tirupati,Tirupati_Mandal_7,Tirupati_Village_6,Rice,Blast,75.36,789.27,9.55,High,236,Kharif
Andhra Pradesh,NTR,Vijayawada Rural,Konidela,Chilli,Leaf Curl Virus,61.47,2886.0,2.13,Low,477,Rabi
Andhra Pradesh,Guntur,Mangalagiri,Venkannapalem,Paddy (Rice),Brown Spot,74.48,356.0,20.92,Medium,740,Summer
Andhra Pradesh,Guntur,Amaravathi,Mallavaram,Banana,Sigatoka,958.15,2430.0,39.43,High,365,Summer
Andhra Pradesh,Dr. B.R. Ambedkar Konaseema,Dr. B.R. Ambedkar Konaseema_Mandal_8,Dr. B.R. Ambedkar Konaseema_Village_50,Mango,Anthracnose,24.79,878.8,2.82,Low,173,Zaid
Andhra Pradesh,Prakasam,Markapur,Pedapadu,Maize,Maydis Leaf Blight,94.02,1262.0,7.45,Low,452,Kharif
Andhra Pradesh,NTR,Vijayawada Rural,Venkannapalem,Cotton,Leaf Curl Virus,1682.5,2760.0,60.96,Severe,132,Rabi
Andhra Pradesh,East Godavari,Seethanagaram,Chinakakani,Groundnut,Rust,183.13,334.0,54.83,Severe,394,Rabi
Andhra Pradesh,Guntur,Mangalagiri,Konidela,Onion,Purple Blotch,162.07,695.0,23.32,Medium,312,Summer
Andhra Pradesh,Guntur,Mangalagiri,Ramapuram,Sugarcane,Red Rot,690.51,1574.0,43.87,High,123,Summer
Andhra Pradesh,East Godavari,Seethanagaram,Pedapadu,Paddy (Rice),Brown Spot,255.78,1662.0,15.39,Medium,499,Summer
Andhra Pradesh,East Godavari,Kadiam,Kothapalli,Paddy (Rice),Bacterial Leaf Blight,1150.08,1758.0,65.42,Severe,10,Summer
Andhra Pradesh,Prakasam,Ongole,Konidela,Jowar (Sorghum),Grain Mold,342.53,1684.0,20.34,Medium,538,Summer
Andhra Pradesh,West Godavari,Narasapuram,Ramapuram,Turmeric,Leaf Spot,137.8,2600.0,5.3,Low,790,Rabi
Andhra Pradesh,West Godavari,Palacole,Pedapadu,Jowar (Sorghum),Grain Mold,843.03,1305.0,64.6,Severe,328,Kharif
Andhra Pradesh,East Godavari,Kadiam,Valasapalle,Turmeric,Leaf Spot,315.39,616.0,51.2,Severe,373,Kharif
Andhra Pradesh,West Godavari,Palacole,Kothapalli,Turmeric,Leaf Spot,320.47,568.0,56.42,Severe,513,Summer
Andhra Pradesh,Palnadu,Palnadu_Mandal_10,Palnadu_Village_36,Chilli,Powdery Mildew,87.06,858.02,10.15,Low,206,Zaid
Andhra Pradesh,West Godavari,Narasapuram,Dulla,Tomato,Late Blight,1044.31,2393.0,43.64,High,74,Rabi
Andhra Pradesh,Dr. B.R. Ambedkar Konaseema,Dr. B.R. Ambedkar Konaseema_Mandal_5,Dr. B.R. Ambedkar Konaseema_Village_38,Groundnut,Collar Rot,113.39,402.4,28.18,Medium,318,Kharif
Andhra Pradesh,Eluru,Eluru_Mandal_7,Eluru_Village_50,Rice,Brown Spot,5.8,186.7,3.11,Low,38,Rabi
Andhra Pradesh,NTR,Gannavaram,Ramapuram,Turmeric,Leaf Spot,327.75,1435.0,22.84,Medium,552,Kharif
Andhra Pradesh,Sri Sathya Sai,Sri Sathya Sai_Mandal_10,Sri Sathya Sai_Village_7,Maize,Turcicum Leaf Blight,183.43,858.26,21.37,Medium,320,Rabi
Andhra Pradesh,East Godavari,Rajanagaram,Valasapalle,Tomato,Early Blight,29.31,431.0,6.8,Low,816,Kharif
Andhra Pradesh,West Godavari,Narasapuram,Ramapuram,Turmeric,Rhizome Rot,1459.33,2628.0,55.53,Severe,540,Kharif
Andhra Pradesh,Dr. B.R. Ambedkar Konaseema,Dr. B.R. Ambedkar Konaseema_Mandal_2,Dr. B.R. Ambedkar Konaseema_Village_14,Maize,Stalk Rot,236.22,459.88,51.37,Low,240,Zaid
Andhra Pradesh,Tirupati,Tirupati_Mandal_4,Tirupati_Village_18,Maize,Turcicum Leaf Blight,210.39,511.01,41.17,Low,403,Kharif
Andhra Pradesh,Kakinada,Kakinada_Mandal_8,Kakinada_Village_27,Mango,Sooty Mold,398.09,825.12,48.25,Medium,142,Kharif
Andhra Pradesh,East Godavari,Rajanagaram,Pedapadu,Mango,Anthracnose,489.33,2050.0,23.87,Medium,143,Summer
Andhra Pradesh,Prakasam,Ongole,Konidela,Turmeric,Leaf Spot,129.16,2034.0,6.35,Low,638,Rabi
Andhra Pradesh,Guntur,Mangalagiri,Konidela,Banana,Panama Wilt,451.19,904.0,49.91,High,255,Rabi
Andhra Pradesh,Prakasam,Chimakurthy,Valasapalle,Groundnut,Rust,108.26,741.0,14.61,Medium,615,Rabi
Andhra Pradesh,Eluru,Eluru_Mandal_2,Eluru_Village_25,Rice,Blast,264.08,522.69,50.52,Medium,417,Kharif
Andhra Pradesh,West Godavari,Narasapuram,Lingapuram,Turmeric,Leaf Spot,857.45,1263.0,67.89,Severe,738,Summer
Andhra Pradesh,NTR,Vijayawada Rural,Chinakakani,Banana,Sigatoka,701.84,2352.0,29.84,High,133,Kharif
Andhra Pradesh,East Godavari,Kadiam,Chinakakani,Sugarcane,Red Rot,312.87,533.0,58.7,Severe,664,Rabi
Andhra Pradesh,Tirupati,Tirupati_Mandal_10,Tirupati_Village_20,Onion,Stemphylium Blight,110.57,572.41,19.32,High,226,Zaid
Andhra Pradesh,Dr. B.R. Ambedkar Konaseema,Dr. B.R. Ambedkar Konaseema_Mandal_1,Dr. B.R. Ambedkar Konaseema_Village_34,Tomato,Leaf Curl,294.42,1143.49,25.75,High,457,Rabi
Andhra Pradesh,Prakasam,Chimakurthy,Mallavaram,Maize,Turcicum Leaf Blight,124.76,261.0,47.8,High,580,Kharif
Andhra Pradesh,NTR,Kanchikacherla,Mallavaram,Jowar (Sorghum),Grain Mold,716.76,1026.0,69.86,Severe,822,Summer
Andhra Pradesh,Krishna,Machilipatnam,Pedapadu,Turmeric,Rhizome Rot,777.08,1712.0,45.39,High,463,Summer
Andhra Pradesh,East Godavari,Rajanagaram,Pedapadu,Chilli,Leaf Curl Virus,200.17,469.0,42.68,High,221,Rabi
Andhra Pradesh,West Godavari,Narasapuram,Pedapadu,Tomato,Late Blight,630.53,1477.0,42.69,High,586,Kharif
Andhra Pradesh,Tirupati,Tirupati_Mandal_6,Tirupati_Village_18,Onion,Purple Blotch,390.54,1116.73,34.97,Low,154,Kharif
Andhra Pradesh,Kurnool,Banaganapalle,Pedapadu,Mango,Anthracnose,294.66,2165.0,13.61,Medium,561,Kharif
Andhra Pradesh,NTR,Gannavaram,Mallavaram,Maize,Downy Mildew,1347.15,2690.0,50.08,Severe,268,Kharif
Andhra Pradesh,East Godavari,Seethanagaram,Dulla,Turmeric,Leaf Spot,41.16,400.0,10.29,Medium,262,Summer
Andhra Pradesh,West Godavari,Bhimavaram,Kothapalli,Tomato,Late Blight,854.49,2204.0,38.77,High,87,Summer
Andhra Pradesh,Prakasam,Markapur,Dulla,Onion,Stemphylium Blight,198.76,1964.0,10.12,Medium,528,Rabi
Andhra Pradesh,Prakasam,Markapur,Ramapuram,Paddy (Rice),Brown Spot,1066.01,1741.0,61.23,Severe,83,Kharif
Andhra Pradesh,Kakinada,Kakinada_Mandal_1,Kakinada_Village_22,Groundnut,Collar Rot,156.14,558.25,27.97,Low,104,Kharif
Andhra Pradesh,Guntur,Amaravathi,Ramapuram,Onion,Stemphylium Blight,1072.98,2101.0,51.07,Severe,848,Summer
Andhra Pradesh,Prakasam,Ongole,Valasapalle,Maize,Maydis Leaf Blight,667.4,2562.0,26.05,High,918,Rabi
Andhra Pradesh,East Godavari,Seethanagaram,Lingapuram,Groundnut,Rust,531.98,2050.0,25.95,High,941,Rabi
Andhra Pradesh,Ananthapuramu,Ananthapuramu_Mandal_1,Ananthapuramu_Village_9,Onion,Stemphylium Blight,298.59,608.91,49.04,Low,407,Zaid
Andhra Pradesh,Sri Potti Sriramulu Nellore,Sri Potti Sriramulu Nellore_Mandal_8,Sri Potti Sriramulu Nellore_Village_17,Mango,Sooty Mold,76.33,204.56,37.31,Medium,343,Kharif
Andhra Pradesh,Guntur,Amaravathi,Ramapuram,Maize,Maydis Leaf Blight,942.47,1745.0,54.01,Severe,895,Rabi
Andhra Pradesh,NTR,Gannavaram,Annavaram,Tomato,Leaf Curl Virus,1926.16,2807.0,68.62,Severe,993,Rabi
Andhra Pradesh,Prakasam,Markapur,Konidela,Turmeric,Rhizome Rot,1190.58,2193.0,54.29,Severe,745,Rabi
Andhra Pradesh,West Godavari,Palacole,Pedapadu,Onion,Purple Blotch,86.14,889.0,9.69,Low,247,Kharif
Andhra Pradesh,Prakasam,Ongole,Pedapadu,Cotton,Pink Bollworm,158.1,530.0,29.83,High,439,Rabi
Andhra Pradesh,NTR,Kanchikacherla,Ramapuram,Paddy (Rice),Bacterial Leaf Blight,277.7,705.0,39.39,High,65,Summer
Andhra Pradesh,Ananthapuramu,Ananthapuramu_Mandal_4,Ananthapuramu_Village_7,Turmeric,Leaf Spot,41.07,669.74,6.13,High,108,Rabi
Andhra Pradesh,Prakasam,Chimakurthy,Annavaram,Sugarcane,Smut,890.24,2464.0,36.13,High,975,Rabi
Andhra Pradesh,Prakasam,Chimakurthy,Ramapuram,Jowar (Sorghum),Grain Mold,157.04,664.0,23.65,Medium,534,Kharif
Andhra Pradesh,Prakasam,Ongole,Venkannapalem,Paddy (Rice),Brown Spot,15.8,391.0,4.04,Low,31,Kharif
Andhra Pradesh,Tirupati,Tirupati_Mandal_1,Tirupati_Village_43,Mango,Anthracnose,232.05,613.83,37.8,Low,420,Rabi
Andhra Pradesh,NTR,Kanchikacherla,Annavaram,Paddy (Rice),Blast,53.56,814.0,6.58,Low,236,Kharif
Andhra Pradesh,East Godavari,Kadiam,Valasapalle,Paddy (Rice),Sheath Blight,55.26,339.0,16.3,Medium,465,Kharif
Andhra Pradesh,East Godavari,Kadiam,Venkannapalem,Sugarcane,Smut,282.06,719.0,39.23,High,190,Kharif
Andhra Pradesh,Nandyal,Nandyal_Mandal_3,Nandyal_Village_38,Cotton,Boll Rot,244.41,363.82,67.18,Medium,125,Kharif
Andhra Pradesh,Prakasam,Chimakurthy,Chinakakani,Jowar (Sorghum),Grain Mold,22.45,693.0,3.24,Low,732,Summer
Andhra Pradesh,Prakasam,Ongole,Mallavaram,Jowar (Sorghum),Grain Mold,36.87,1124.0,3.28,Low,599,Summer
Andhra Pradesh,Srikakulam,Srikakulam_Mandal_10,Srikakulam_Village_15,Mango,Sooty Mold,16.06,218.72,7.34,Medium,367,Rabi
Andhra Pradesh,Prakasam,Markapur,Annavaram,Tomato,Late Blight,1130.34,2763.0,40.91,High,95,Kharif
Andhra Pradesh,Sri Potti Sriramulu Nellore,Sri Potti Sriramulu Nellore_Mandal_9,Sri Potti Sriramulu Nellore_Village_37,Onion,Bulb Rot,306.38,958.95,31.95,Medium,35,Zaid
Andhra Pradesh,Prakasam,Ongole,Dulla,Cotton,Leaf Curl Virus,572.54,2965.0,19.31,Medium,453,Summer
Andhra Pradesh,Guntur,Amaravathi,Dulla,Sugarcane,Smut,183.3,504.0,36.37,High,102,Kharif
Andhra Pradesh,East Godavari,Kadiam,Annavaram,Cotton,Pink Bollworm,357.4,2562.0,13.95,Medium,38,Kharif
Andhra Pradesh,Parvathipuram Manyam,Parvathipuram Manyam_Mandal_9,Parvathipuram Manyam_Village_29,Groundnut,Collar Rot,178.81,1017.78,17.57,High,257,Rabi
Andhra Pradesh,NTR,Vijayawada Rural,Mallavaram,Jowar (Sorghum),Grain Mold,292.32,1336.0,21.88,Medium,310,Kharif
Andhra Pradesh,Visakhapatnam,Visakhapatnam_Mandal_6,Visakhapatnam_Village_15,Cotton,Boll Rot,481.7,1354.93,35.55,High,215,Rabi
Andhra Pradesh,NTR,Kanchikacherla,Pedapadu,Cotton,Pink Bollworm,201.93,1215.0,16.62,Medium,175,Summer
Andhra Pradesh,Guntur,Amaravathi,Lingapuram,Paddy (Rice),Sheath Blight,169.74,2829.0,6.0,Low,350,Kharif
Andhra Pradesh,Prakasam,Chimakurthy,Annavaram,Banana,Sigatoka,94.22,899.0,10.48,Medium,725,Kharif
Andhra Pradesh,Guntur,Tadikonda,Mallavaram,Banana,Panama Wilt,541.92,2045.0,26.5,High,873,Kharif
Andhra Pradesh,East Godavari,Kadiam,Pedapadu,Turmeric,Rhizome Rot,39.24,300.0,13.08,Medium,404,Rabi
Andhra Pradesh,East Godavari,Seethanagaram,Dulla,Groundnut,Rust,599.96,1143.0,52.49,Severe,141,Summer
Andhra Pradesh,Prakasam,Ongole,Chinakakani,Turmeric,Leaf Spot,481.19,1586.0,30.34,High,808,Kharif
Andhra Pradesh,East Godavari,Seethanagaram,Lingapuram,Mango,Powdery Mildew,1700.0,2457.0,69.19,Severe,430,Kharif
Andhra Pradesh,Eluru,Eluru_Mandal_7,Eluru_Village_24,Sugarcane,Wilt,180.31,493.24,36.56,Low,446,Zaid
Andhra Pradesh,East Godavari,Rajanagaram,Valasapalle,Maize,Turcicum Leaf Blight,648.28,2826.0,22.94,Medium,96,Summer
Andhra Pradesh,East Godavari,Seethanagaram,Kothapalli,Cotton,Pink Bollworm,324.34,1284.0,25.26,High,303,Summer
Andhra Pradesh,Anakapalli,Anakapalli_Mandal_6,Anakapalli_Village_7,Rice,Bacterial Blight,106.84,851.74,12.54,High,319,Rabi
Andhra Pradesh,NTR,Gannavaram,Ramapuram,Sugarcane,Smut,143.32,1080.0,13.27,Medium,424,Kharif
Andhra Pradesh,East Godavari,Kadiam,Ramapuram,Tomato,Late Blight,1890.35,2962.0,63.82,Severe,223,Summer
Andhra Pradesh,Tirupati,Tirupati_Mandal_2,Tirupati_Village_38,Groundnut,Rust,220.6,696.1,31.69,High,217,Rabi
Andhra Pradesh,Guntur,Amaravathi,Chinakakani,Tomato,Early Blight,978.36,2026.0,48.29,High,669,Kharif
Andhra Pradesh,Ananthapuramu,Ananthapuramu_Mandal_9,Ananthapuramu_Village_40,Chilli,Leaf Curl Virus,87.55,478.93,18.28,Medium,463,Rabi
Andhra Pradesh,Annamayya,Rayachoti,Konidela,Tomato,Early Blight,87.15,434.0,20.08,Medium,445,Summer
Andhra Pradesh,East Godavari,Kadiam,Konidela,Groundnut,Rust,279.72,976.0,28.66,High,198,Kharif
Andhra Pradesh,Sri Sathya Sai,Sri Sathya Sai_Mandal_2,Sri Sathya Sai_Village_8,Maize,Stalk Rot,408.97,1137.45,35.95,Medium,88,Rabi
Andhra Pradesh,East Godavari,Rajanagaram,Dulla,Maize,Turcicum Leaf Blight,656.47,2168.0,30.28,High,318,Kharif
Andhra Pradesh,East Godavari,Seethanagaram,Kothapalli,Chilli,Leaf Curl Virus,1136.78,1725.0,65.9,Severe,735,Kharif
Andhra Pradesh,Nandyal,Nandyal_Mandal_1,Nandyal_Village_3,Groundnut,Rust,72.99,812.42,8.98,High,285,Rabi
Andhra Pradesh,Annamayya,Madanapalle,Venkannapalem,Mango,Anthracnose,23.81,485.0,4.91,Low,928,Summer
Andhra Pradesh,Prakasam,Markapur,Ramapuram,Banana,Panama Wilt,303.99,1653.0,18.39,Medium,62,Rabi
Andhra Pradesh,Prakasam,Ongole,Venkannapalem,Mango,Anthracnose,108.2,1939.0,5.58,Low,343,Summer
Andhra Pradesh,Krishna,Pedana,Dulla,Paddy (Rice),Brown Spot,270.07,1729.0,15.62,Medium,166,Summer
Andhra Pradesh,Guntur,Amaravathi,Mallavaram,Jowar (Sorghum),Grain Mold,548.89,1930.0,28.44,High,59,Rabi
Andhra Pradesh,East Godavari,Kadiam,Konidela,Sugarcane,Red Rot,395.42,1163.0,34.0,High,423,Kharif
Andhra Pradesh,Guntur,Mangalagiri,Konidela,Maize,Maydis Leaf Blight,121.11,457.0,26.5,High,644,Summer
Andhra Pradesh,Bapatla,Bapatla_Mandal_4,Bapatla_Village_2,Tomato,Leaf Curl,35.04,639.37,5.48,Low,402,Zaid
Andhra Pradesh,Krishna,Gudivada,Lingapuram,Cotton,Pink Bollworm,410.73,1469.0,27.96,High,584,Summer
Andhra Pradesh,Prakasam,Markapur,Konidela,Sugarcane,Red Rot,333.13,753.0,44.24,High,867,Summer
Andhra Pradesh,Guntur,Amaravathi,Chinakakani,Turmeric,Leaf Spot,53.35,143.0,37.31,High,49,Summer
Andhra Pradesh,Ananthapuramu,Ananthapuramu_Mandal_10,Ananthapuramu_Village_16,Sugarcane,Red Rot,484.18,646.19,74.93,Medium,49,Zaid
Andhra Pradesh,West Godavari,Narasapuram,Annavaram,Jowar (Sorghum),Anthracnose,689.15,2836.0,24.3,Medium,678,Summer
Andhra Pradesh,Prakasam,Chimakurthy,Konidela,Chilli,Anthracnose,182.75,357.0,51.19,Severe,103,Rabi
Andhra Pradesh,Guntur,Tadikonda,Valasapalle,Sugarcane,Red Rot,86.43,1249.0,6.92,Low,772,Rabi
Andhra Pradesh,Prakasam,Chimakurthy,Ramapuram,Paddy (Rice),Blast,788.32,1713.0,46.02,High,377,Rabi
Andhra Pradesh,NTR,Gannavaram,Dulla,Sugarcane,Smut,114.14,748.0,15.26,Medium,34,Rabi
Andhra Pradesh,Sri Potti Sriramulu Nellore,Sri Potti Sriramulu Nellore_Mandal_6,Sri Potti Sriramulu Nellore_Village_8,Turmeric,Leaf Blotch,305.33,1196.13,25.53,Medium,16,Zaid
Andhra Pradesh,Tirupati,Tirupati_Mandal_1,Tirupati_Village_45,Rice,Blast,98.71,913.07,10.81,Low,316,Zaid
Andhra Pradesh,Annamayya,Madanapalle,Ramapuram,Onion,Stemphylium Blight,754.23,1693.0,44.55,High,463,Kharif
Andhra Pradesh,NTR,Vijayawada Rural,Valasapalle,Groundnut,Tikka Leaf Spot,843.72,1561.0,54.05,Severe,714,Rabi
Andhra Pradesh,East Godavari,Rajanagaram,Pedapadu,Banana,Sigatoka,716.7,1361.0,52.66,Severe,5,Summer
Andhra Pradesh,Annamayya,Madanapalle,Chinakakani,Tomato,Early Blight,977.93,1959.0,49.92,High,753,Kharif
Andhra Pradesh,Annamayya,Rayachoti,Venkannapalem,Paddy (Rice),Sheath Blight,400.65,694.0,57.73,Severe,66,Kharif
Andhra Pradesh,Sri Sathya Sai,Sri Sathya Sai_Mandal_1,Sri Sathya Sai_Village_26,Mango,Powdery Mildew,28.76,352.58,8.16,Low,165,Zaid
Andhra Pradesh,Prakasam,Ongole,Mallavaram,Groundnut,Tikka Leaf Spot,1276.93,2865.0,44.57,High,417,Summer
Andhra Pradesh,NTR,Kanchikacherla,Annavaram,Tomato,Early Blight,351.41,1302.0,26.99,High,138,Rabi
Andhra Pradesh,East Godavari,Seethanagaram,Annavaram,Onion,Purple Blotch,823.3,1789.0,46.02,High,420,Kharif
Andhra Pradesh,Prakasam,Chimakurthy,Ramapuram,Jowar (Sorghum),Anthracnose,1047.49,2706.0,38.71,High,732,Kharif
Andhra Pradesh,Annamayya,Pileru,Pedapadu,Turmeric,Rhizome Rot,96.67,569.0,16.99,Medium,479,Kharif
Andhra Pradesh,Kurnool,Panyam,Annavaram,Groundnut,Tikka Leaf Spot,499.89,1570.0,31.84,High,259,Summer
Andhra Pradesh,Bapatla,Bapatla_Mandal_5,Bapatla_Village_23,Turmeric,Leaf Blotch,35.79,700.62,5.11,Medium,457,Kharif
Andhra Pradesh,Kurnool,Banaganapalle,Mallavaram,Tomato,Leaf Curl Virus,1569.06,2783.0,56.38,Severe,232,Kharif
Andhra Pradesh,Srikakulam,Srikakulam_Mandal_3,Srikakulam_Village_3,Chilli,Die Back,55.45,567.05,9.78,Low,199,Rabi
Andhra Pradesh,NTR,Kanchikacherla,Konidela,Chilli,Anthracnose,774.89,2494.0,31.07,High,374,Summer
Andhra Pradesh,NTR,Vijayawada Rural,Chinakakani,Paddy (Rice),Bacterial Leaf Blight,1137.0,2500.0,45.48,High,472,Kharif
Andhra Pradesh,Krishna,Machilipatnam,Chinakakani,Jowar (Sorghum),Anthracnose,366.83,1178.0,31.14,High,404,Summer
Andhra Pradesh,Annamayya,Madanapalle,Venkannapalem,Paddy (Rice),Brown Spot,43.43,930.0,4.67,Low,41,Kharif
Andhra Pradesh,YSR Kadapa,YSR Kadapa_Mandal_4,YSR Kadapa_Village_29,Onion,Bulb Rot,181.86,203.86,89.21,Low,160,Zaid
Andhra Pradesh,Kurnool,Nandyal,Mallavaram,Mango,Powdery Mildew,127.23,312.0,40.78,High,875,Kharif
Andhra Pradesh,NTR,Vijayawada Rural,Ramapuram,Tomato,Late Blight,1266.75,2846.0,44.51,High,867,Summer
Andhra Pradesh,East Godavari,Kadiam,Konidela,Mango,Anthracnose,1071.58,1862.0,57.55,Severe,157,Kharif
Andhra Pradesh,Annamayya,Pileru,Chinakakani,Cotton,Pink Bollworm,17.76,432.0,4.11,Low,124,Summer
Andhra Pradesh,East Godavari,Seethanagaram,Pedapadu,Jowar (Sorghum),Grain Mold,104.73,1772.0,5.91,Low,774,Kharif
Andhra Pradesh,Alluri Sitharama Raju,Alluri Sitharama Raju_Mandal_10,Alluri Sitharama Raju_Village_40,Sugarcane,Wilt,290.45,1089.99,26.65,High,485,Zaid
Andhra Pradesh,West Godavari,Narasapuram,Lingapuram,Chilli,Leaf Curl Virus,1100.3,2288.0,48.09,High,217,Kharif
Andhra Pradesh,NTR,Gannavaram,Dulla,Paddy (Rice),Brown Spot,225.94,589.0,38.36,High,361,Summer
Andhra Pradesh,Ananthapuramu,Ananthapuramu_Mandal_2,Ananthapuramu_Village_42,Turmeric,Leaf Blotch,135.18,1041.79,12.98,Medium,480,Kharif
Andhra Pradesh,Kakinada,Kakinada_Mandal_8,Kakinada_Village_7,Maize,Turcicum Leaf Blight,462.48,1050.11,44.04,Medium,108,Kharif
Andhra Pradesh,Parvathipuram Manyam,Parvathipuram Manyam_Mandal_4,Parvathipuram Manyam_Village_34,Mango,Sooty Mold,475.9,1357.23,35.06,Medium,423,Rabi
